date,securities_trader_id,securities_trader,stock_id,buy_volume,sell_volume,buy_amount,sell_amount,net_volume,net_amount
2026-08-11,111B,台企建成,033549,60000,0,62700.0,0.0,60000,62700.0
2026-08-11,111B,台企建成,033577,0,10000,0.0,108000.0,-10000,-108000.0
2026-08-11,111B,台企建成,033634,10000,0,23200.0,0.0,10000,23200.0
2026-08-11,111B,台企建成,03431T,0,20000,0.0,18800.0,-20000,-18800.0
2026-08-11,111B,台企建成,038825,10000,0,17600.0,0.0,10000,17600.0
2026-08-11,111B,台企建成,055407,800000,0,744000.0,0.0,800000,744000.0
2026-08-11,111B,台企建成,059290,30000,0,77700.0,0.0,30000,77700.0
2026-08-11,538Y,第一中壢,031273,0,1000,0.0,1090.0,-1000,-1090.0
2026-08-11,538Y,第一中壢,033953,2000,0,820.0,0.0,2000,820.0
2026-08-11,538Y,第一中壢,03474T,60000,60000,50400.0,49200.0,0,1200.0
2026-08-11,538Y,第一中壢,03871T,153000,0,152040.0,0.0,153000,152040.0
2026-08-11,538Y,第一中壢,041210,0,81000,0.0,1620.0,-81000,-1620.0
2026-08-11,538Y,第一中壢,04141T,10000,0,12100.0,0.0,10000,12100.0
2026-08-11,538Y,第一中壢,051725,0,40000,0.0,1600.0,-40000,-1600.0
2026-08-11,538Y,第一中壢,051844,7000,0,10850.0,0.0,7000,10850.0
2026-08-11,538Y,第一中壢,054864,0,1000,0.0,250.0,-1000,-250.0
2026-08-11,538Y,第一中壢,055648,39000,0,10140.0,0.0,39000,10140.0
2026-08-11,538Y,第一中壢,055769,31000,0,41930.0,0.0,31000,41930.0
2026-08-11,538Y,第一中壢,055946,0,20000,0.0,31600.0,-20000,-31600.0
2026-08-11,538Y,第一中壢,060551,54000,0,41040.0,0.0,54000,41040.0
2026-08-11,538Y,第一中壢,060936,20000,0,10000.0,0.0,20000,10000.0
2026-08-11,538Y,第一中壢,063344,41000,0,19980.0,0.0,41000,19980.0
2026-08-11,538Y,第一中壢,064826,0,15000,0.0,4650.0,-15000,-4650.0
2026-08-11,538Y,第一中壢,064894,0,20000,0.0,4600.0,-20000,-4600.0
2026-08-11,538Y,第一中壢,065221,10000,0,7200.0,0.0,10000,7200.0
2026-08-11,538Y,第一中壢,065426,0,10000,0.0,2000.0,-10000,-2000.0
2026-08-11,538Y,第一中壢,065627,1000,0,6800.0,0.0,1000,6800.0
2026-08-11,538Y,第一中壢,065890,3000,1000,1230.0,510.0,2000,720.0
2026-08-11,538Y,第一中壢,066777,0,3000,0.0,8140.0,-3000,-8140.0
2026-08-11,538Y,第一中壢,066819,0,2000,0.0,12300.0,-2000,-12300.0
2026-08-11,538Y,第一中壢,066925,0,9000,0.0,10800.0,-9000,-10800.0
2026-08-11,538Y,第一中壢,067418,5000,0,9500.0,0.0,5000,9500.0
2026-08-11,538Y,第一中壢,067694,1000,0,660.0,0.0,1000,660.0
2026-08-11,538Y,第一中壢,067791,0,15000,0.0,19050.0,-15000,-19050.0
2026-08-11,538Y,第一中壢,070866,0,1000,0.0,4240.0,-1000,-4240.0
2026-08-11,538Y,第一中壢,070910,0,2000,0.0,1500.0,-2000,-1500.0
2026-08-11,538Y,第一中壢,071412,0,12000,0.0,11160.0,-12000,-11160.0
2026-08-11,538Y,第一中壢,071751,0,1000,0.0,8300.0,-1000,-8300.0
2026-08-11,538Y,第一中壢,071779,0,11000,0.0,12980.0,-11000,-12980.0
2026-08-11,538Y,第一中壢,072039,0,3000,0.0,5940.0,-3000,-5940.0
2026-08-11,538Y,第一中壢,072608,1298000,1210000,1621490.0,1635100.0,88000,-13610.0
