date,securities_trader_id,securities_trader,stock_id,buy_volume,sell_volume,buy_amount,sell_amount,net_volume,net_amount
2026-08-03,111B,台企建成,031805,20000,0,42100.0,0.0,20000,42100.0
2026-08-03,111B,台企建成,033549,20000,0,19400.0,0.0,20000,19400.0
2026-08-03,111B,台企建成,03431T,10000,0,11700.0,0.0,10000,11700.0
2026-08-03,111B,台企建成,056811,0,65000,0.0,143000.0,-65000,-143000.0
2026-08-03,111B,台企建成,069620,0,23000,0.0,102810.0,-23000,-102810.0
2026-08-03,111B,台企建成,070550,80000,0,120800.0,0.0,80000,120800.0
2026-08-03,538Y,第一中壢,03474T,100000,100000,95000.0,95000.0,0,0.0
2026-08-03,538Y,第一中壢,056074,30000,0,62400.0,0.0,30000,62400.0
2026-08-03,538Y,第一中壢,057748,0,1000,0.0,540.0,-1000,-540.0
2026-08-03,538Y,第一中壢,058141,0,20000,0.0,11200.0,-20000,-11200.0
2026-08-03,538Y,第一中壢,059005,0,45000,0.0,36000.0,-45000,-36000.0
2026-08-03,538Y,第一中壢,059813,0,3000,0.0,17400.0,-3000,-17400.0
2026-08-03,538Y,第一中壢,060936,0,70000,0.0,21800.0,-70000,-21800.0
2026-08-03,538Y,第一中壢,061776,0,8000,0.0,3200.0,-8000,-3200.0
2026-08-03,538Y,第一中壢,063288,0,20000,0.0,11600.0,-20000,-11600.0
2026-08-03,538Y,第一中壢,063344,3000,0,1020.0,0.0,3000,1020.0
2026-08-03,538Y,第一中壢,063579,14000,0,14070.0,0.0,14000,14070.0
2026-08-03,538Y,第一中壢,064148,10000,0,18700.0,0.0,10000,18700.0
2026-08-03,538Y,第一中壢,065357,0,20000,0.0,11200.0,-20000,-11200.0
2026-08-03,538Y,第一中壢,065609,25000,0,14500.0,0.0,25000,14500.0
2026-08-03,538Y,第一中壢,065626,1000,0,6100.0,0.0,1000,6100.0
2026-08-03,538Y,第一中壢,065804,1000,0,5200.0,0.0,1000,5200.0
2026-08-03,538Y,第一中壢,066220,1000,0,2740.0,0.0,1000,2740.0
2026-08-03,538Y,第一中壢,066557,0,30000,0.0,6600.0,-30000,-6600.0
2026-08-03,538Y,第一中壢,067039,0,10000,0.0,2500.0,-10000,-2500.0
2026-08-03,538Y,第一中壢,067441,20000,0,21600.0,0.0,20000,21600.0
2026-08-03,538Y,第一中壢,067791,10000,0,12900.0,0.0,10000,12900.0
2026-08-03,538Y,第一中壢,067984,2000,0,1220.0,0.0,2000,1220.0
2026-08-03,538Y,第一中壢,068782,4000,0,2830.0,0.0,4000,2830.0
2026-08-03,538Y,第一中壢,069370,0,26000,0.0,23400.0,-26000,-23400.0
2026-08-03,538Y,第一中壢,069928,0,18000,0.0,4320.0,-18000,-4320.0
2026-08-03,538Y,第一中壢,070256,3000,0,1860.0,0.0,3000,1860.0
2026-08-03,538Y,第一中壢,070323,0,5000,0.0,4450.0,-5000,-4450.0
2026-08-03,538Y,第一中壢,070324,15000,0,11110.0,0.0,15000,11110.0
2026-08-03,538Y,第一中壢,070337,20000,0,18200.0,0.0,20000,18200.0
2026-08-03,538Y,第一中壢,070774,9000,0,10890.0,0.0,9000,10890.0
2026-08-03,538Y,第一中壢,072351,15000,0,11750.0,0.0,15000,11750.0
2026-08-03,538Y,第一中壢,072570,1000,11000,380.0,3850.0,-10000,-3470.0
2026-08-03,538Y,第一中壢,074796,1000,0,1150.0,0.0,1000,1150.0
2026-08-03,538Y,第一中壢,076890,0,1000,0.0,2520.0,-1000,-2520.0
2026-08-03,538Y,第一中壢,077608,10000,0,10700.0,0.0,10000,10700.0
2026-08-03,538Y,第一中壢,077687,5000,0,10350.0,0.0,5000,10350.0
2026-08-03,538Y,第一金中壢,704295,30000,0,7500.0,0.0,30000,7500.0
2026-08-03,538Y,第一金中壢,704926,0,3000,0.0,12330.0,-3000,-12330.0
2026-08-03,538Y,第一金中壢,706972,3000,0,10320.0,0.0,3000,10320.0
2026-08-03,538Y,第一金中壢,707042,11000,0,20000.0,0.0,11000,20000.0
2026-08-03,538Y,第一金中壢,708741,1000,11000,1100.0,9100.0,-10000,-8000.0
2026-08-03,538Y,第一金中壢,709282,12000,0,10080.0,0.0,12000,10080.0
2026-08-03,538Y,第一金中壢,709717,1000,0,1570.0,0.0,1000,1570.0
2026-08-03,538Y,第一金中壢,710801,0,25000,0.0,8050.0,-25000,-8050.0
2026-08-03,538Y,第一金中壢,711500,1000,2000,1250.0,2820.0,-1000,-1570.0
2026-08-03,5853,統一中壢,03099T,0,101000,0.0,12120.0,-101000,-12120.0
2026-08-03,5853,統一中壢,048581,10000,0,19000.0,0.0,10000,19000.0
2026-08-03,5853,統一中壢,048923,0,1000,0.0,18000.0,-1000,-18000.0
2026-08-03,5853,統一中壢,050195,0,1000,0.0,6300.0,-1000,-6300.0
2026-08-03,5853,統一中壢,052806,10000,0,5100.0,0.0,10000,5100.0
2026-08-03,5853,統一中壢,057640,2000,0,2540.0,0.0,2000,2540.0
2026-08-03,5853,統一中壢,058614,12000,0,10440.0,0.0,12000,10440.0
2026-08-03,5853,統一中壢,068002,10000,0,11200.0,0.0,10000,11200.0
2026-08-03,5853,統一中壢,068596,20000,0,28600.0,0.0,20000,28600.0
2026-08-03,5853,統一中壢,069282,20000,0,13800.0,0.0,20000,13800.0
2026-08-03,5853,統一中壢,070256,0,2000,0.0,1400.0,-2000,-1400.0
