date,securities_trader_id,securities_trader,stock_id,buy_volume,sell_volume,buy_amount,sell_amount,net_volume,net_amount
2026-07-16,111B,台企建成,030551,190000,0,255500.0,0.0,190000,255500.0
2026-07-16,111B,台企建成,033634,0,328000,0.0,1379360.0,-328000,-1379360.0
2026-07-16,111B,台企建成,047102,450000,0,566580.0,0.0,450000,566580.0
2026-07-16,111B,台企建成,058080,0,70000,0.0,350000.0,-70000,-350000.0
2026-07-16,111B,台企建成,069237,10000,0,54500.0,0.0,10000,54500.0
2026-07-16,538Y,第一中壢,03013T,1000,0,220.0,0.0,1000,220.0
2026-07-16,538Y,第一中壢,03120T,15000,30000,10500.0,22750.0,-15000,-12250.0
2026-07-16,538Y,第一中壢,03356T,1000,0,670.0,0.0,1000,670.0
2026-07-16,538Y,第一中壢,03474T,50000,50000,44000.0,42500.0,0,1500.0
2026-07-16,538Y,第一中壢,03637T,1000,0,680.0,0.0,1000,680.0
2026-07-16,538Y,第一中壢,03645T,10000,0,11200.0,0.0,10000,11200.0
2026-07-16,538Y,第一中壢,055696,3000,0,5860.0,0.0,3000,5860.0
2026-07-16,538Y,第一中壢,059651,2000,0,3270.0,0.0,2000,3270.0
2026-07-16,538Y,第一中壢,060196,10000,0,11500.0,0.0,10000,11500.0
2026-07-16,538Y,第一中壢,060771,0,530000,0.0,227900.0,-530000,-227900.0
2026-07-16,538Y,第一中壢,061821,18000,0,12780.0,0.0,18000,12780.0
2026-07-16,538Y,第一中壢,062833,0,2000,0.0,6940.0,-2000,-6940.0
2026-07-16,538Y,第一中壢,065958,20000,0,85200.0,0.0,20000,85200.0
2026-07-16,538Y,第一中壢,066290,1000,0,2970.0,0.0,1000,2970.0
2026-07-16,538Y,第一中壢,066730,0,20000,0.0,16600.0,-20000,-16600.0
2026-07-16,538Y,第一中壢,068464,0,7000,0.0,9940.0,-7000,-9940.0
2026-07-16,538Y,第一中壢,069245,6000,1000,9900.0,1510.0,5000,8390.0
2026-07-16,538Y,第一中壢,069290,2000,0,1440.0,0.0,2000,1440.0
2026-07-16,538Y,第一中壢,069945,3000,0,8310.0,0.0,3000,8310.0
2026-07-16,538Y,第一中壢,070173,10000,0,15000.0,0.0,10000,15000.0
2026-07-16,538Y,第一中壢,070545,10000,0,29800.0,0.0,10000,29800.0
2026-07-16,538Y,第一中壢,070551,12000,0,14760.0,0.0,12000,14760.0
2026-07-16,538Y,第一中壢,072608,1524000,0,2882380.0,0.0,1524000,2882380.0
2026-07-16,538Y,第一中壢,073219,5000,30000,5100.0,29700.0,-25000,-24600.0
2026-07-16,538Y,第一中壢,073602,0,5000,0.0,8750.0,-5000,-8750.0
2026-07-16,538Y,第一中壢,073660,0,30000,0.0,23100.0,-30000,-23100.0
2026-07-16,538Y,第一中壢,074025,10000,0,18800.0,0.0,10000,18800.0
2026-07-16,538Y,第一中壢,074282,980000,0,1403900.0,0.0,980000,1403900.0
2026-07-16,538Y,第一中壢,08985U,30000,0,4400.0,0.0,30000,4400.0
2026-07-16,538Y,第一金中壢,702935,0,110000,0.0,3300.0,-110000,-3300.0
2026-07-16,538Y,第一金中壢,703267,1000,0,1300.0,0.0,1000,1300.0
2026-07-16,538Y,第一金中壢,704846,1000,0,1000.0,0.0,1000,1000.0
2026-07-16,538Y,第一金中壢,707554,0,20000,0.0,13000.0,-20000,-13000.0
2026-07-16,538Y,第一金中壢,708028,0,400000,0.0,472000.0,-400000,-472000.0
2026-07-16,538Y,第一金中壢,708514,6000,0,15360.0,0.0,6000,15360.0
2026-07-16,538Y,第一金中壢,709030,2000,0,3420.0,0.0,2000,3420.0
2026-07-16,538Y,第一金中壢,709598,6000,0,20880.0,0.0,6000,20880.0
2026-07-16,538Y,第一金中壢,709652,2000,0,4190.0,0.0,2000,4190.0
2026-07-16,538Y,第一金中壢,709717,1000,0,2750.0,0.0,1000,2750.0
2026-07-16,538Y,第一金中壢,709718,0,6000,0.0,13440.0,-6000,-13440.0
2026-07-16,538Y,第一金中壢,709984,0,5000,0.0,12700.0,-5000,-12700.0
2026-07-16,538Y,第一金中壢,710086,1000,0,1450.0,0.0,1000,1450.0
2026-07-16,538Y,第一金中壢,710103,10000,0,16800.0,0.0,10000,16800.0
2026-07-16,538Y,第一金中壢,710270,1000,0,1180.0,0.0,1000,1180.0
2026-07-16,538Y,第一金中壢,710792,1000,0,1500.0,0.0,1000,1500.0
2026-07-16,538Y,第一金中壢,711052,8000,0,10400.0,0.0,8000,10400.0
2026-07-16,538Y,第一金中壢,711080,9000,0,11250.0,0.0,9000,11250.0
2026-07-16,538Y,第一金中壢,711095,0,4000,0.0,10100.0,-4000,-10100.0
2026-07-16,538Y,第一金中壢,711155,0,1000,0.0,2670.0,-1000,-2670.0
2026-07-16,538Y,第一金中壢,72847U,10000,0,4100.0,0.0,10000,4100.0
2026-07-16,538Y,第一金中壢,72851U,20000,0,4400.0,0.0,20000,4400.0
2026-07-16,538Y,第一金中壢,72882U,1000,0,290.0,0.0,1000,290.0
2026-07-16,538Y,第一金中壢,729714,0,1000,0.0,240.0,-1000,-240.0
2026-07-16,5853,統一中壢,048923,0,1000,0.0,18500.0,-1000,-18500.0
2026-07-16,5853,統一中壢,052806,10000,0,8400.0,0.0,10000,8400.0
2026-07-16,5853,統一中壢,055659,20000,0,24400.0,0.0,20000,24400.0
2026-07-16,5853,統一中壢,058285,5000,0,15100.0,0.0,5000,15100.0
