date,securities_trader_id,securities_trader,stock_id,buy_volume,sell_volume,buy_amount,sell_amount,net_volume,net_amount
2026-08-04,111B,台企建成,031805,40000,0,80400.0,0.0,40000,80400.0
2026-08-04,111B,台企建成,033634,10000,0,23400.0,0.0,10000,23400.0
2026-08-04,111B,台企建成,03431T,10000,0,11900.0,0.0,10000,11900.0
2026-08-04,111B,台企建成,056811,0,150000,0.0,352500.0,-150000,-352500.0
2026-08-04,111B,台企建成,059195,0,10000,0.0,6600.0,-10000,-6600.0
2026-08-04,111B,台企建成,060298,100000,0,112000.0,0.0,100000,112000.0
2026-08-04,111B,台企建成,070550,150000,0,249000.0,0.0,150000,249000.0
2026-08-04,111B,台企銀建成,710279,10000,400000,10200.0,420000.0,-390000,-409800.0
2026-08-04,538Y,第一中壢,03351T,0,63000,0.0,37800.0,-63000,-37800.0
2026-08-04,538Y,第一中壢,03474T,100000,100000,95000.0,95000.0,0,0.0
2026-08-04,538Y,第一中壢,03632T,5000,0,6950.0,0.0,5000,6950.0
2026-08-04,538Y,第一中壢,043704,0,50000,0.0,1000.0,-50000,-1000.0
2026-08-04,538Y,第一中壢,052191,30000,0,21300.0,0.0,30000,21300.0
2026-08-04,538Y,第一中壢,056074,4000,0,8000.0,0.0,4000,8000.0
2026-08-04,538Y,第一中壢,058141,0,70000,0.0,51000.0,-70000,-51000.0
2026-08-04,538Y,第一中壢,059005,0,5000,0.0,4100.0,-5000,-4100.0
2026-08-04,538Y,第一中壢,060936,0,30000,0.0,13150.0,-30000,-13150.0
2026-08-04,538Y,第一中壢,061763,0,10000,0.0,3400.0,-10000,-3400.0
2026-08-04,538Y,第一中壢,063344,42000,0,17220.0,0.0,42000,17220.0
2026-08-04,538Y,第一中壢,063579,0,14000,0.0,14560.0,-14000,-14560.0
2026-08-04,538Y,第一中壢,064347,0,1000,0.0,4990.0,-1000,-4990.0
2026-08-04,538Y,第一中壢,064741,0,26000,0.0,5460.0,-26000,-5460.0
2026-08-04,538Y,第一中壢,065426,0,100000,0.0,35000.0,-100000,-35000.0
2026-08-04,538Y,第一中壢,065609,40000,0,19800.0,0.0,40000,19800.0
2026-08-04,538Y,第一中壢,065804,0,1000,0.0,5750.0,-1000,-5750.0
2026-08-04,538Y,第一中壢,066784,2000,0,10900.0,0.0,2000,10900.0
2026-08-04,538Y,第一中壢,066918,6000,0,12070.0,0.0,6000,12070.0
2026-08-04,538Y,第一中壢,066925,9000,0,9810.0,0.0,9000,9810.0
2026-08-04,538Y,第一中壢,066937,5000,0,6400.0,0.0,5000,6400.0
2026-08-04,538Y,第一中壢,067425,1000,0,3500.0,0.0,1000,3500.0
2026-08-04,538Y,第一中壢,067427,60000,0,177600.0,0.0,60000,177600.0
2026-08-04,538Y,第一中壢,067441,25000,0,21000.0,0.0,25000,21000.0
2026-08-04,538Y,第一中壢,067638,5000,0,5200.0,0.0,5000,5200.0
2026-08-04,538Y,第一中壢,067639,7000,0,12630.0,0.0,7000,12630.0
2026-08-04,538Y,第一中壢,068204,80000,0,39200.0,0.0,80000,39200.0
2026-08-04,538Y,第一中壢,068370,6000,0,10770.0,0.0,6000,10770.0
2026-08-04,538Y,第一中壢,068782,3000,22000,2430.0,16280.0,-19000,-13850.0
2026-08-04,538Y,第一中壢,070256,0,25000,0.0,15350.0,-25000,-15350.0
2026-08-04,538Y,第一中壢,070323,0,15000,0.0,15050.0,-15000,-15050.0
2026-08-04,538Y,第一中壢,070324,2000,2000,1810.0,1600.0,0,210.0
2026-08-04,538Y,第一中壢,070774,1000,0,1400.0,0.0,1000,1400.0
2026-08-04,538Y,第一中壢,072500,1000,0,5100.0,0.0,1000,5100.0
2026-08-04,538Y,第一中壢,072570,0,1000,0.0,410.0,-1000,-410.0
2026-08-04,538Y,第一中壢,073670,8000,0,10880.0,0.0,8000,10880.0
2026-08-04,538Y,第一中壢,074667,1000,0,3180.0,0.0,1000,3180.0
2026-08-04,538Y,第一中壢,074796,3000,0,3630.0,0.0,3000,3630.0
