出表日期,交易日期,權證代號,權證名稱,成交金額,成交數量
"1150529","1150529","057200","台積電兆豐5A購01","24730.00","12000"
"1150529","1150529","057198","台灣50兆豐62購01","0.00","0"
"1150529","1150529","06117U","台積電中信57售02","0.00","0"
"1150529","1150529","061266","天虹兆豐63購01","28360.00","16000"
"1150529","1150529","061265","力成兆豐63購01","63400.00","12000"
"1150529","1150529","06140U","鴻海中信56售02","27210.00","333000"
"1150529","1150529","061392","新唐中信59購01","0.00","0"
"1150529","1150529","061393","新唐中信59購02","501530.00","217000"
"1150529","1150529","061391","智原中信63購01","825240.00","606000"
"1150529","1150529","06142U","台積電中信59售06","0.00","0"
"1150529","1150529","061389","台新金中信59購01","22800.00","40000"
"1150529","1150529","061387","元金2X中信63購03","228800.00","260000"
"1150529","1150529","061385","元黃金中信63購03","0.00","0"
"1150529","1150529","061394","AES中信61購01","0.00","0"
"1150529","1150529","061386","元石油中信63購04","0.00","0"
"1150529","1150529","06144U","南電中信57售01","1900.00","1000"
"1150529","1150529","061388","威盛中信5C購02","0.00","0"
"1150529","1150529","061395","至上中信5C購01","51140.00","110000"
"1150529","1150529","061390","奇鋐中信61購01","33800.00","20000"
"1150529","1150529","061384","台灣50中信63購05","0.00","0"
"1150529","1150529","061561","智邦中信61購01","55300.00","40000"
"1150529","1150529","061560","臺指2X中信63購05","27880.00","13000"
"1150529","1150529","061562","臺股指中信63購02","17200.00","8000"
"1150529","1150529","064668","中砂兆豐5C購02","20100.00","10000"
"1150529","1150529","064780","川湖兆豐5C購01","67300.00","25000"
"1150529","1150529","064901","世芯兆豐5C購02","718940.00","509000"
"1150529","1150529","064898","技嘉兆豐5C購01","1552460.00","792000"
"1150529","1150529","065056","華邦電中信5A購02","184920.00","73000"
"1150529","1150529","065057","南亞科中信5A購01","5505950.00","2451000"
"1150529","1150529","065058","力積電中信5A購05","900720.00","459000"
"1150529","1150529","065080","旭隼兆豐64購02","0.00","0"
"1150529","1150529","065174","台積電兆豐5C購02","2221430.00","1845000"
"1150529","1150529","068923","技嘉兆豐65購01","194010.00","160000"
"1150529","1150529","068897","臻鼎中信65購03","122730.00","229000"
"1150529","1150529","06887U","智邦中信58售01","0.00","0"
"1150529","1150529","06890U","臺股指中信5A售02","0.00","0"
"1150529","1150529","068895","仁寶中信5B購01","1829520.00","1645000"
"1150529","1150529","068896","金像電中信65購01","0.00","0"
"1150529","1150529","068894","金寶中信5B購01","227960.00","193000"
"1150529","1150529","06888U","亞翔中信59售01","0.00","0"
"1150529","1150529","069090","同欣電中信5B購01","0.00","0"
"1150529","1150529","069088","台灣50中信65購05","54790.00","85000"
"1150529","1150529","069089","台積電中信65購05","151600.00","240000"
"1150529","1150529","069083","中興電兆豐65購01","75820.00","48000"
"1150529","1150529","069087","天虹兆豐65購01","0.00","0"
"1150529","1150529","069085","友達兆豐5B購03","140800.00","250000"
"1150529","1150529","06915U","鴻海中信5B售02","379560.00","261000"
"1150529","1150529","06914U","S&P正2中信5B售01","39000.00","100000"
"1150529","1150529","06916U","金像電中信5B售01","1000.00","50000"
"1150529","1150529","06927U","神達中信5B售01","0.00","0"
